0.4592915546	0.5407084454
0.6927782860	0.3072217140
0.4787191620	0.5212808380
0.6963666744	0.3036333256
0.5016941480	0.4983058520
0.7310712186	0.2689287814
0.5027687564	0.4972312436
0.7334184008	0.2665815992
0.7913535217	0.2086464783
0.8013973243	0.1986026757
0.8029238998	0.1970761002
0.8031525832	0.1968474168
0.8031867654	0.1968132346
0.8031918731	0.1968081269
0.4722346584	0.5277653416
0.6966918593	0.3033081407
0.7602008608	0.2397991392
0.7713634908	0.2286365092
0.7568204459	0.2431795541
0.7674418283	0.2325581717
0.8031926363	0.1968073637
0.8031927503	0.1968072497
0.7691351178	0.2308648822
0.7687768956	0.2312231044
0.8031927674	0.1968072326
0.8031927699	0.1968072301
0.7938854870	0.2061145130
0.8039246085	0.1960753915
0.8031927703	0.1968072297
0.8031927703	0.1968072297
0.8031927703	0.1968072297
0.8031927703	0.1968072297
0.8031927703	0.1968072297
0.8031927703	0.1968072297
0.3456611919	0.6543388081
0.3682279468	0.6317720532
0.7693446476	0.2306553524
0.7694335321	0.2305664679
0.7694474356	0.2305525644
0.7694496101	0.2305503899
0.8031927703	0.1968072297
0.8031927703	0.1968072297
0.8031927703	0.1968072297
0.8031927703	0.1968072297
0.7694499502	0.2305500498
0.7694500033	0.2305499967
0.8031927703	0.1968072297
0.8031927703	0.1968072297
0.4849497184	0.5150502816
0.5041898181	0.4958101819
0.8031927703	0.1968072297
0.8031927703	0.1968072297
0.7139545545	0.2860454455
0.7700242985	0.2299757015
0.8031927703	0.1968072297
0.8031927703	0.1968072297
0.4726794298	0.5273205702
0.6762381217	0.3237618783
0.7344926027	0.2655073973
0.7452213324	0.2547786676
0.4475076982	0.5524923018
0.6779555423	0.3220444577
0.8031927703	0.1968072297
0.8031927703	0.1968072297
0.7470143379	0.2529856621
0.7466859694	0.2533140306
0.7472551137	0.2527448863
0.7473484222	0.2526515778
0.7798375811	0.2201624189
0.7814099935	0.2185900065
0.7394485260	0.2605514740
0.7493790245	0.2506209755
0.8031927703	0.1968072297
0.8031927703	0.1968072297
0.5016941480	0.4983058520
